Date,HomeTeam,AwayTeam,FTHG,FTAG,League,TotalGoals,Over1.5,Over2.5,BTTS
2024-03-29,Hull,Stoke,0,2,E1,2,1,0,0
2024-03-29,Norwich,Plymouth,2,1,E1,3,1,1,1
2024-03-29,Preston,Rotherham,3,0,E1,3,1,1,0
2024-03-29,QPR,Birmingham,2,1,E1,3,1,1,1
2024-03-29,Sheffield Weds,Swansea,1,1,E1,2,1,0,1
2024-03-29,Southampton,Middlesbrough,1,1,E1,2,1,0,1
2024-03-29,Blackburn,Ipswich,0,1,E1,1,0,0,0
2024-03-29,Watford,Leeds,2,2,E1,4,1,1,1
2024-04-01,Leicester,Norwich,3,1,E1,4,1,1,1
2024-04-01,Birmingham,Preston,1,0,E1,1,0,0,0
2024-04-01,Coventry,Cardiff,1,2,E1,3,1,1,1
2024-04-01,Middlesbrough,Sheffield Weds,2,0,E1,2,1,0,0
2024-04-01,Plymouth,Bristol City,0,1,E1,1,0,0,0
2024-04-01,Rotherham,Millwall,2,1,E1,3,1,1,1
2024-04-01,Stoke,Huddersfield,1,1,E1,2,1,0,1
2024-04-01,Sunderland,Blackburn,1,5,E1,6,1,1,1
2024-04-01,Swansea,QPR,0,1,E1,1,0,0,0
2024-04-01,West Brom,Watford,2,2,E1,4,1,1,1
2024-04-01,Ipswich,Southampton,3,2,E1,5,1,1,1
2024-04-01,Leeds,Hull,3,1,E1,4,1,1,1
2024-04-05,Rotherham,Plymouth,0,1,E1,1,0,0,0
2024-04-06,Norwich,Ipswich,1,0,E1,1,0,0,0
2024-04-06,Blackburn,Southampton,0,0,E1,0,0,0,0
2024-04-06,Cardiff,Hull,1,3,E1,4,1,1,1
2024-04-06,Coventry,Leeds,2,1,E1,3,1,1,1
2024-04-06,Huddersfield,Millwall,1,0,E1,1,0,0,0
2024-04-06,Leicester,Birmingham,2,1,E1,3,1,1,1
2024-04-06,Middlesbrough,Swansea,2,0,E1,2,1,0,0
2024-04-06,QPR,Sheffield Weds,0,2,E1,2,1,0,0
2024-04-06,Stoke,West Brom,2,2,E1,4,1,1,1
2024-04-06,Sunderland,Bristol City,0,0,E1,0,0,0,0
2024-04-06,Watford,Preston,0,0,E1,0,0,0,0
2024-04-09,Millwall,Leicester,1,0,E1,1,0,0,0
2024-04-09,Plymouth,QPR,1,1,E1,2,1,0,1
2024-04-09,Preston,Huddersfield,4,1,E1,5,1,1,1
2024-04-09,Sheffield Weds,Norwich,2,2,E1,4,1,1,1
2024-04-09,Southampton,Coventry,2,1,E1,3,1,1,1
2024-04-09,Leeds,Sunderland,0,0,E1,0,0,0,0
2024-04-10,Birmingham,Cardiff,0,1,E1,1,0,0,0
2024-04-10,Bristol City,Blackburn,5,0,E1,5,1,1,0
2024-04-10,Hull,Middlesbrough,2,2,E1,4,1,1,1
2024-04-10,Ipswich,Watford,0,0,E1,0,0,0,0
2024-04-10,Swansea,Stoke,3,0,E1,3,1,1,0
2024-04-10,West Brom,Rotherham,2,0,E1,2,1,0,0
2024-04-12,Plymouth,Leicester,1,0,E1,1,0,0,0
2024-04-13,Leeds,Blackburn,0,1,E1,1,0,0,0
2024-04-13,Birmingham,Coventry,3,0,E1,3,1,1,0
2024-04-13,Bristol City,Huddersfield,1,1,E1,2,1,0,1
2024-04-13,Hull,QPR,3,0,E1,3,1,1,0
2024-04-13,Ipswich,Middlesbrough,1,1,E1,2,1,0,1
2024-04-13,Millwall,Cardiff,3,1,E1,4,1,1,1
2024-04-13,Preston,Norwich,0,1,E1,1,0,0,0
2024-04-13,Sheffield Weds,Stoke,1,1,E1,2,1,0,1
2024-04-13,Southampton,Watford,3,2,E1,5,1,1,1
2024-04-13,Swansea,Rotherham,1,0,E1,1,0,0,0
2024-04-13,West Brom,Sunderland,0,1,E1,1,0,0,0
2024-04-16,Southampton,Preston,3,0,E1,3,1,1,0
2024-04-20,Leicester,West Brom,2,1,E1,3,1,1,1
2024-04-20,Cardiff,Southampton,2,1,E1,3,1,1,1
2024-04-20,Huddersfield,Swansea,0,4,E1,4,1,1,0
2024-04-20,Norwich,Bristol City,1,1,E1,2,1,0,1
2024-04-20,Rotherham,Birmingham,0,0,E1,0,0,0,0
2024-04-20,Stoke,Plymouth,3,0,E1,3,1,1,0
2024-04-20,Sunderland,Millwall,0,1,E1,1,0,0,0
2024-04-20,Watford,Hull,0,0,E1,0,0,0,0
2024-04-20,QPR,Preston,1,0,E1,1,0,0,0
2024-04-21,Blackburn,Sheffield Weds,1,3,E1,4,1,1,1
2024-04-22,Middlesbrough,Leeds,3,4,E1,7,1,1,1
2024-04-23,Leicester,Southampton,5,0,E1,5,1,1,0
2024-04-24,Coventry,Hull,2,3,E1,5,1,1,1
2024-04-26,QPR,Leeds,4,0,E1,4,1,1,0
2024-04-27,Blackburn,Coventry,0,0,E1,0,0,0,0
2024-04-27,Bristol City,Rotherham,2,0,E1,2,1,0,0
2024-04-27,Cardiff,Middlesbrough,1,4,E1,5,1,1,1
2024-04-27,Huddersfield,Birmingham,1,1,E1,2,1,0,1
2024-04-27,Millwall,Plymouth,1,0,E1,1,0,0,0
2024-04-27,Norwich,Swansea,2,2,E1,4,1,1,1
2024-04-27,Sheffield Weds,West Brom,3,0,E1,3,1,1,0
2024-04-27,Southampton,Stoke,0,1,E1,1,0,0,0
2024-04-27,Watford,Sunderland,1,0,E1,1,0,0,0
2024-04-27,Hull,Ipswich,3,3,E1,6,1,1,1
2024-04-29,Preston,Leicester,0,3,E1,3,1,1,0
2024-04-30,Coventry,Ipswich,1,2,E1,3,1,1,1
2024-05-04,Birmingham,Norwich,1,0,E1,1,0,0,0
2024-05-04,Coventry,QPR,1,2,E1,3,1,1,1
2024-05-04,Ipswich,Huddersfield,2,0,E1,2,1,0,0
2024-05-04,Leeds,Southampton,1,2,E1,3,1,1,1
2024-05-04,Leicester,Blackburn,0,2,E1,2,1,0,0
2024-05-04,Middlesbrough,Watford,3,1,E1,4,1,1,1
2024-05-04,Plymouth,Hull,1,0,E1,1,0,0,0
2024-05-04,Rotherham,Cardiff,5,2,E1,7,1,1,1
2024-05-04,Stoke,Bristol City,4,0,E1,4,1,1,0
2024-05-04,Sunderland,Sheffield Weds,0,2,E1,2,1,0,0
2024-05-04,Swansea,Millwall,0,1,E1,1,0,0,0
2024-05-04,West Brom,Preston,3,0,E1,3,1,1,0
